chain_root	chain_shortest	chain_longest	chain_length	language	lang_name	stability	mode_word	mode_count	total_extensions	gloss	all_words_json
ma-i-na	ma-i-na	ma-i-na-ja-re-t	6	uga	Ugaritic	1.0000	θn	6	6		"[""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n""]"
ma-i-na	ma-i-na	ma-i-na-ja-re-t	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
na-ma-i	na-ma-i	na-ma-i-na-ja-r	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
na-si-i	na-si-i	na-si-i-pi-na-m	6	ine-pro	Proto-Indo-European	1.0000	oː	6	6		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
na-si-i	na-si-i	na-si-i-pi-na-m	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
na-si-i	na-si-i	na-si-i-pi-na-m	6	xle	Eteocypriot	1.0000	heloke	6	6	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke""]"
na-si-i	na-si-i	na-si-i-pi-na-m	6	xrr	Etruscan	1.0000	-Ø	6	6	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
nu-i-na	nu-i-na	nu-i-na-i-da-ja	6	elx	Elamite	1.0000	ruku	6	6	testicle	"[""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku""]"
nu-i-na	nu-i-na	nu-i-na-i-da-ja	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
nu-i-na	nu-i-na	nu-i-na-i-da-ja	6	xle	Eteocypriot	1.0000	aker	6	6	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
nu-i-na	nu-i-na	nu-i-na-i-da-ja	6	xpg	Phrygian	1.0000	breit	6	6	cut	"[""breit"", ""breit"", ""breit"", ""breit"", ""breit"", ""breit""]"
re-i-ke	re-i-ke	re-i-ke-ta-na-i	6	ine-pro	Proto-Indo-European	1.0000	oː	6	6		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
re-i-ke	re-i-ke	re-i-ke-ta-na-i	6	peo	Old Persian	1.0000	kuuʃa	6	6		"[""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a"", ""kuu\u0283a""]"
re-i-ke	re-i-ke	re-i-ke-ta-na-i	6	phn	Phoenician	1.0000	huː	6	6		"[""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0"", ""hu\u02d0""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	ccs-pro	Proto-Kartvelian	1.0000	uɣ	6	6	yoke	"[""u\u0263"", ""u\u0263"", ""u\u0263"", ""u\u0263"", ""u\u0263"", ""u\u0263""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	cms	Messapic	1.0000	bilia	6	6	daughter	"[""bilia"", ""bilia"", ""bilia"", ""bilia"", ""bilia"", ""bilia""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	ine-pro	Proto-Indo-European	1.0000	oː	6	6		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	xle	Eteocypriot	1.0000	heloke	6	6	verb form	"[""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke"", ""heloke""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	xpg	Phrygian	1.0000	deoːs	6	6		"[""deo\u02d0s"", ""deo\u02d0s"", ""deo\u02d0s"", ""deo\u02d0s"", ""deo\u02d0s"", ""deo\u02d0s""]"
si-i-pi	si-i-pi	si-i-pi-na-ma-i	6	xrr	Etruscan	1.0000	-Ø	6	6	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
ti-nu-i	ti-nu-i	ti-nu-i-na-i-da	6	cms	Messapic	1.0000	ai	6	6	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
ti-nu-i	ti-nu-i	ti-nu-i-na-i-da	6	phn	Phoenician	1.0000	miː	6	6		"[""mi\u02d0"", ""mi\u02d0"", ""mi\u02d0"", ""mi\u02d0"", ""mi\u02d0"", ""mi\u02d0""]"
u-ja-sa	u-ja-sa	u-ja-sa-sa-ra-m	6	ave	Avestan	1.0000	[-]	6	6	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
u-ja-sa	u-ja-sa	u-ja-sa-sa-ra-m	6	ine-pro	Proto-Indo-European	1.0000	skeɣʷ	6	6		"[""ske\u0263\u02b7"", ""ske\u0263\u02b7"", ""ske\u0263\u02b7"", ""ske\u0263\u02b7"", ""ske\u0263\u02b7"", ""ske\u0263\u02b7""]"
u-ja-sa	u-ja-sa	u-ja-sa-sa-ra-m	6	phn	Phoenician	1.0000	ʔatta	6	6	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta""]"
u-ja-sa	u-ja-sa	u-ja-sa-sa-ra-m	6	uga	Ugaritic	1.0000	ɡθr	6	6		"[""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r""]"
a-e-a-di	a-e-a-di	a-e-a-di-ki-te-t	6	ine-pro	Proto-Indo-European	1.0000	upo	6	6		"[""upo"", ""upo"", ""upo"", ""upo"", ""upo"", ""upo""]"
a-e-a-di	a-e-a-di	a-e-a-di-ki-te-t	6	xle	Eteocypriot	1.0000	rom	6	6	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
ja-sa-sa	ja-sa-sa	ja-sa-sa-ra-me	6	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	6	6		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
ja-sa-sa	ja-sa-sa	ja-sa-sa-ra-me	6	elx	Elamite	1.0000	ʃutu	6	6		"[""\u0283utu"", ""\u0283utu"", ""\u0283utu"", ""\u0283utu"", ""\u0283utu"", ""\u0283utu""]"
ja-sa-sa	ja-sa-sa	ja-sa-sa-ra-me	6	ine-pro	Proto-Indo-European	1.0000	kʷe	6	6		"[""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e""]"
ja-sa-sa	ja-sa-sa	ja-sa-sa-ra-me	6	phn	Phoenician	1.0000	ʔatta	6	6	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta""]"
ja-sa-sa	ja-sa-sa	ja-sa-sa-ra-me	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
u-i-na-i	u-i-na-i	u-i-na-i-da-ja-s	6	cms	Messapic	1.0000	ai	6	6	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
u-i-na-i	u-i-na-i	u-i-na-i-da-ja-s	6	xle	Eteocypriot	1.0000	aker	6	6	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
*301-ti-ja	*301-ti-ja	*301-ti-ja-sa-sa-r	6	ave	Avestan	1.0000	[-]	6	6	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
*301-ti-ja	*301-ti-ja	*301-ti-ja-sa-sa-r	6	ine-pro	Proto-Indo-European	1.0000	ɣʷekʷ	6	6		"[""\u0263\u02b7ek\u02b7"", ""\u0263\u02b7ek\u02b7"", ""\u0263\u02b7ek\u02b7"", ""\u0263\u02b7ek\u02b7"", ""\u0263\u02b7ek\u02b7"", ""\u0263\u02b7ek\u02b7""]"
*301-ti-ja	*301-ti-ja	*301-ti-ja-sa-sa-r	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
u-*56-e-tu	u-*56-e-tu	u-*56-e-tu-me-i-ja	6	cms	Messapic	1.0000	θi	6	6	enclitic conjunction: and	"[""\u03b8i"", ""\u03b8i"", ""\u03b8i"", ""\u03b8i"", ""\u03b8i"", ""\u03b8i""]"
a-i-*301-ti	a-i-*301-ti	a-i-*301-ti-ja-sa-s	6	cms	Messapic	1.0000	ai	6	6	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
a-i-*301-ti	a-i-*301-ti	a-i-*301-ti-ja-sa-s	6	phn	Phoenician	1.0000	alef	6	6		"[""alef"", ""alef"", ""alef"", ""alef"", ""alef"", ""alef""]"
a-i-*301-ti	a-i-*301-ti	a-i-*301-ti-ja-sa-s	6	sem-pro	Proto-Semitic	1.0000	U₃	6	6		"[""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083""]"
a-i-*301-ti	a-i-*301-ti	a-i-*301-ti-ja-sa-s	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
i-*301-u-ti	i-*301-u-ti	i-*301-u-ti-nu-ja-s	6	ave	Avestan	1.0000	[-]	6	6	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
i-*301-u-ti	i-*301-u-ti	i-*301-u-ti-nu-ja-s	6	cms	Messapic	1.0000	ai	6	6	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
na-i-*301-u	na-i-*301-u	na-i-*301-u-ti-nu-j	6	cms	Messapic	1.0000	ai	6	6	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
i-ja-re	i-ja-re	i-ja-re-di-ja	5	cms	Messapic	1.0000	aran	5	5	arable land	"[""aran"", ""aran"", ""aran"", ""aran"", ""aran""]"
i-ja-re	i-ja-re	i-ja-re-di-ja	5	xle	Eteocypriot	1.0000	ewistʰuo	5	5		"[""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo""]"
i-ja-re	i-ja-re	i-ja-re-di-ja	5	xrr	Etruscan	1.0000	-u	5	5	tir raetica	"[""-u"", ""-u"", ""-u"", ""-u"", ""-u""]"
i-na-ja	i-na-ja	i-na-ja-re-ta	5	uga	Ugaritic	1.0000	sˤlj	5	5		"[""s\u02e4lj"", ""s\u02e4lj"", ""s\u02e4lj"", ""s\u02e4lj"", ""s\u02e4lj""]"
i-na-ja	i-na-ja	i-na-ja-re-ta	5	xcr	Eteocretan	1.0000	γίσσα	5	5		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ja-ta-i	ja-ta-i	ja-ta-i-*301-u-ja	5	ave	Avestan	1.0000	[-]	5	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
ja-ta-i	ja-ta-i	ja-ta-i-*301-u-ja	5	cms	Messapic	1.0000	ai	5	5	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
ja-ta-i	ja-ta-i	ja-ta-i-*301-u-ja	5	dra-pro	Proto-Dravidian	1.0000	piːr	5	5		"[""pi\u02d0r"", ""pi\u02d0r"", ""pi\u02d0r"", ""pi\u02d0r"", ""pi\u02d0r""]"
ja-ta-i	ja-ta-i	ja-ta-i-*301-u-ja	5	sem-pro	Proto-Semitic	1.0000	U₃	5	5		"[""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083""]"
ja-ta-i	ja-ta-i	ja-ta-i-*301-u-ja	5	xur	Urartian	1.0000	BAL-te	4	4	sumerogram:(meaning unknown)	"[""BAL-te"", ""BAL-te"", ""BAL-te"", ""BAL-te""]"
ru-sa-i	ru-sa-i	ru-sa-i-da-a-u	5	cms	Messapic	1.0000	ma	5	5	prohibition particle	"[""ma"", ""ma"", ""ma"", ""ma"", ""ma""]"
ru-sa-i	ru-sa-i	ru-sa-i-da-a-u	5	phn	Phoenician	1.0000	pani	5	5		"[""pani"", ""pani"", ""pani"", ""pani"", ""pani""]"
ru-sa-i	ru-sa-i	ru-sa-i-da-a-u	5	xcr	Eteocretan	1.0000	γίσσα	5	5		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
te-i-da	te-i-da	te-i-da-ja-ja	5	cms	Messapic	1.0000	ai	5	5	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
te-i-da	te-i-da	te-i-da-ja-ja	5	sem-pro	Proto-Semitic	1.0000	muxx-	5	5		"[""muxx-"", ""muxx-"", ""muxx-"", ""muxx-"", ""muxx-""]"
te-i-da	te-i-da	te-i-da-ja-ja	5	xlc	Lycian	1.0000	is-	5	5		"[""is-"", ""is-"", ""is-"", ""is-"", ""is-""]"
te-i-da	te-i-da	te-i-da-ja-ja	5	xle	Eteocypriot	1.0000	maw	5	5		"[""maw"", ""maw"", ""maw"", ""maw"", ""maw""]"
ja-di-ki	ja-di-ki	ja-di-ki-tu-ja	5	cms	Messapic	1.0000	ai	5	5	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
ja-di-ki	ja-di-ki	ja-di-ki-tu-ja	5	xle	Eteocypriot	1.0000	rom	5	5	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
ja-i-nwa	ja-i-nwa	ja-i-nwa-za-*56-n	5	ccs-pro	Proto-Kartvelian	1.0000	nu	5	5	no	"[""nu"", ""nu"", ""nu"", ""nu"", ""nu""]"
ja-i-nwa	ja-i-nwa	ja-i-nwa-za-*56-n	5	phn	Phoenician	1.0000	ʔatta	5	5	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta""]"
ja-ja-di	ja-ja-di	ja-ja-di-ki-tu	5	ave	Avestan	1.0000	stu-	5	5	to praise	"[""stu-"", ""stu-"", ""stu-"", ""stu-"", ""stu-""]"
ja-ja-di	ja-ja-di	ja-ja-di-ki-tu	5	phn	Phoenician	1.0000	ʔaḫ	5	5		"[""\u0294a\u1e2b"", ""\u0294a\u1e2b"", ""\u0294a\u1e2b"", ""\u0294a\u1e2b"", ""\u0294a\u1e2b""]"
ja-ja-di	ja-ja-di	ja-ja-di-ki-tu	5	xle	Eteocypriot	1.0000	rom	5	5	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
ja-ja-sa	ja-ja-sa	ja-ja-sa-sa-ra	5	ave	Avestan	1.0000	[-]	5	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
ja-ja-sa	ja-ja-sa	ja-ja-sa-sa-ra	5	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	5	5		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
ja-ja-sa	ja-ja-sa	ja-ja-sa-sa-ra	5	phn	Phoenician	1.0000	ʔatta	5	5	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta""]"
ja-ja-sa	ja-ja-sa	ja-ja-sa-sa-ra	5	uga	Ugaritic	1.0000	θn	5	5		"[""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n""]"
ja-ja-sa	ja-ja-sa	ja-ja-sa-sa-ra	5	xcr	Eteocretan	1.0000	γίσσα	5	5		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ja-se-ka	ja-se-ka	ja-se-ka-na-si	5	ine-pro	Proto-Indo-European	1.0000	kʷe	5	5		"[""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e""]"
ja-se-ka	ja-se-ka	ja-se-ka-na-si	5	xlc	Lycian	1.0000	ux(i)-	5	5		"[""ux(i)-"", ""ux(i)-"", ""ux(i)-"", ""ux(i)-"", ""ux(i)-""]"
ja-se-ka	ja-se-ka	ja-se-ka-na-si	5	xrr	Etruscan	1.0000	-Ø	5	5	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
ja-tu-ru	ja-tu-ru	ja-tu-ru-sa-i-d	5	xpg	Phrygian	1.0000	anar	5	5	husband	"[""anar"", ""anar"", ""anar"", ""anar"", ""anar""]"
ke-ta-na	ke-ta-na	ke-ta-na-i-*301-ti	5	ccs-pro	Proto-Kartvelian	1.0000	rdʒw	5	5		"[""rd\u0292w"", ""rd\u0292w"", ""rd\u0292w"", ""rd\u0292w"", ""rd\u0292w""]"
ke-ta-na	ke-ta-na	ke-ta-na-i-*301-ti	5	cms	Messapic	1.0000	dasta	5	5	personal name	"[""dasta"", ""dasta"", ""dasta"", ""dasta"", ""dasta""]"
ke-ta-na	ke-ta-na	ke-ta-na-i-*301-ti	5	elx	Elamite	1.0000	eul	5	5	meal, flour	"[""eul"", ""eul"", ""eul"", ""eul"", ""eul""]"
ke-ta-na	ke-ta-na	ke-ta-na-i-*301-ti	5	sem-pro	Proto-Semitic	1.0000	ɡadj-	5	5		"[""\u0261adj-"", ""\u0261adj-"", ""\u0261adj-"", ""\u0261adj-"", ""\u0261adj-""]"
ke-ta-na	ke-ta-na	ke-ta-na-i-*301-ti	5	xrr	Etruscan	1.0000	enθus	5	5	of (the community of) enθu*	"[""en\u03b8us"", ""en\u03b8us"", ""en\u03b8us"", ""en\u03b8us"", ""en\u03b8us""]"
ma-na-da	ma-na-da	ma-na-da-wa-i-j	5	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	5	5		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
ma-na-da	ma-na-da	ma-na-da-wa-i-j	5	sem-pro	Proto-Semitic	1.0000	warx-	5	5		"[""warx-"", ""warx-"", ""warx-"", ""warx-"", ""warx-""]"
ma-na-da	ma-na-da	ma-na-da-wa-i-j	5	xcr	Eteocretan	1.0000	γίσσα	5	5		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ma-na-da	ma-na-da	ma-na-da-wa-i-j	5	xle	Eteocypriot	1.0000	rom	5	5	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
na-ma-si	na-ma-si	na-ma-si-ru-te	5	xur	Urartian	1.0000	urp-	5	5	sacrifice	"[""urp-"", ""urp-"", ""urp-"", ""urp-"", ""urp-""]"
nu-ja-sa	nu-ja-sa	nu-ja-sa-sa-ra	5	ine-pro	Proto-Indo-European	1.0000	skeɣʷ	5	5		"[""ske\u0263\u02b7"", ""ske\u0263\u02b7"", ""ske\u0263\u02b7"", ""ske\u0263\u02b7"", ""ske\u0263\u02b7""]"
nu-ja-sa	nu-ja-sa	nu-ja-sa-sa-ra	5	phn	Phoenician	1.0000	ʔatta	5	5	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta""]"
nu-ja-sa	nu-ja-sa	nu-ja-sa-sa-ra	5	xcr	Eteocretan	1.0000	γίσσα	5	5		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ra-ma-na	ra-ma-na	ra-ma-na-da-wa	5	ccs-pro	Proto-Kartvelian	1.0000	zw	5	5	to calve	"[""zw"", ""zw"", ""zw"", ""zw"", ""zw""]"
ra-ma-na	ra-ma-na	ra-ma-na-da-wa	5	cms	Messapic	1.0000	zis	5	5	Zeus (Messapic form)	"[""zis"", ""zis"", ""zis"", ""zis"", ""zis""]"
ra-ma-na	ra-ma-na	ra-ma-na-da-wa	5	xcr	Eteocretan	1.0000	γίσσα	5	5		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	ccs-pro	Proto-Kartvelian	1.0000	zw	5	5	to calve	"[""zw"", ""zw"", ""zw"", ""zw"", ""zw""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	cms	Messapic	1.0000	mazzes	5	5	greater	"[""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""mazzes""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	5	5		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	xcr	Eteocretan	1.0000	γίσσα	5	5		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
sa-ra-ma	sa-ra-ma	sa-ra-ma-na-da	5	xle	Eteocypriot	1.0000	siwai	5	5		"[""siwai"", ""siwai"", ""siwai"", ""siwai"", ""siwai""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	ine-pro	Proto-Indo-European	1.0000	oː	5	5		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	xcr	Eteocretan	1.0000	γέl̩α	5	5		"[""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1""]"
se-ka-na	se-ka-na	se-ka-na-si-si	5	xrr	Etruscan	1.0000	-Ø	5	5	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	ave	Avestan	1.0000	[-]	5	5	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	cms	Messapic	1.0000	teuta	5	5	community/people	"[""teuta"", ""teuta"", ""teuta"", ""teuta"", ""teuta""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	xpg	Phrygian	1.0000	aoːroː	5	5		"[""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0""]"
ti-nu-ja	ti-nu-ja	ti-nu-ja-sa-sa	5	xrr	Etruscan	1.0000	-Ø	5	5	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
tu-ru-sa	tu-ru-sa	tu-ru-sa-i-da-a	5	hit	Hittite	1.0000	pata	5	5	place	"[""pata"", ""pata"", ""pata"", ""pata"", ""pata""]"
tu-ru-sa	tu-ru-sa	tu-ru-sa-i-da-a	5	xpg	Phrygian	1.0000	anar	5	5	husband	"[""anar"", ""anar"", ""anar"", ""anar"", ""anar""]"
